"","...1","zcta","year","month","childcare_programs","programs_accepting_subsidies","licensed_capacity","pop_5_and_under"
"2473",3626,"65708","2020","September",2,2,99,1041
"2474",3634,"65711","2020","September",7,4,168,708
"2475",3642,"65712","2020","September",4,1,220,695
"2476",3650,"65713","2020","September",1,NA,20,221
"2477",3658,"65714","2020","September",19,12,1136,2840
"2478",3666,"65721","2020","September",13,7,1055,2511
"2479",3674,"65723","2020","September",1,1,10,165
"2480",3682,"65725","2020","September",1,1,10,149
"2481",3690,"65732","2020","September",1,1,20,159
"2482",3694,"65737","2020","September",2,1,100,285
"2483",3702,"65738","2020","September",13,10,515,1959
"2484",3710,"65742","2020","September",2,1,83,948
"2485",3717,"65746","2020","September",2,1,58,978
"2486",3729,"65753","2020","September",1,1,57,319
"2487",3737,"65757","2020","September",3,3,185,645
"2488",3745,"65759","2020","September",1,1,10,116
"2489",3755,"65769","2020","September",1,1,9,216
"2490",3758,"65775","2020","September",10,6,410,1732
"2491",3766,"65781","2020","September",3,1,78,707
"2492",3774,"65785","2020","September",2,1,30,395
"2493",3784,"65791","2020","September",2,1,65,454
"2494",3792,"65793","2020","September",4,2,80,248
"2495",3800,"65802","2020","September",17,13,1072,3302
"2496",3808,"65803","2020","September",15,9,792,3400
"2497",3816,"65804","2020","September",23,10,1744,2317
"2498",3824,"65806","2020","September",9,3,494,358
"2499",3832,"65807","2020","September",39,NA,2718,3964
"2500",3844,"65810","2020","September",6,1,384,1162
"2501",NA,"63013","2020","September",NA,NA,NA,26
"2502",NA,"63014","2020","September",NA,NA,NA,14
"2503",NA,"63015","2020","September",NA,NA,NA,82
"2504",NA,"63030","2020","September",NA,NA,NA,22
"2505",NA,"63036","2020","September",NA,NA,NA,73
"2506",NA,"63041","2020","September",NA,NA,NA,17
"2507",NA,"63047","2020","September",NA,NA,NA,0
"2508",NA,"63048","2020","September",NA,NA,NA,318
"2509",NA,"63053","2020","September",NA,NA,NA,7
"2510",NA,"63055","2020","September",NA,NA,NA,112
"2511",NA,"63056","2020","September",NA,NA,NA,172
"2512",NA,"63057","2020","September",NA,NA,NA,NA
"2513",NA,"63060","2020","September",NA,NA,NA,71
"2514",NA,"63061","2020","September",NA,NA,NA,0
"2515",NA,"63071","2020","September",NA,NA,NA,61
"2516",NA,"63073","2020","September",NA,NA,NA,129
"2517",NA,"63079","2020","September",NA,NA,NA,18
"2518",NA,"63087","2020","September",NA,NA,NA,37
"2519",NA,"63089","2020","September",NA,NA,NA,552
"2520",NA,"63091","2020","September",NA,NA,NA,145
"2521",NA,"63101","2020","September",NA,NA,NA,245
"2522",NA,"63102","2020","September",NA,NA,NA,49
"2523",NA,"63117","2020","September",NA,NA,NA,723
"2524",NA,"63140","2020","September",NA,NA,NA,26
"2525",NA,"63155","2020","September",NA,NA,NA,0
"2526",NA,"63330","2020","September",NA,NA,NA,0
"2527",NA,"63332","2020","September",NA,NA,NA,106
"2528",NA,"63333","2020","September",NA,NA,NA,25
"2529",NA,"63336","2020","September",NA,NA,NA,50
"2530",NA,"63344","2020","September",NA,NA,NA,145
"2531",NA,"63349","2020","September",NA,NA,NA,73
"2532",NA,"63350","2020","September",NA,NA,NA,67
"2533",NA,"63359","2020","September",NA,NA,NA,78
"2534",NA,"63363","2020","September",NA,NA,NA,139
"2535",NA,"63369","2020","September",NA,NA,NA,317
"2536",NA,"63370","2020","September",NA,NA,NA,NA
"2537",NA,"63373","2020","September",NA,NA,NA,47
"2538",NA,"63386","2020","September",NA,NA,NA,35
"2539",NA,"63387","2020","September",NA,NA,NA,22
"2540",NA,"63388","2020","September",NA,NA,NA,0
"2541",NA,"63430","2020","September",NA,NA,NA,73
"2542",NA,"63431","2020","September",NA,NA,NA,0
"2543",NA,"63432","2020","September",NA,NA,NA,76
"2544",NA,"63433","2020","September",NA,NA,NA,0
"2545",NA,"63434","2020","September",NA,NA,NA,24
"2546",NA,"63437","2020","September",NA,NA,NA,138
"2547",NA,"63438","2020","September",NA,NA,NA,0
"2548",NA,"63439","2020","September",NA,NA,NA,7
"2549",NA,"63440","2020","September",NA,NA,NA,77
"2550",NA,"63441","2020","September",NA,NA,NA,68
"2551",NA,"63443","2020","September",NA,NA,NA,5
"2552",NA,"63446","2020","September",NA,NA,NA,11
"2553",NA,"63447","2020","September",NA,NA,NA,69
"2554",NA,"63450","2020","September",NA,NA,NA,0
"2555",NA,"63451","2020","September",NA,NA,NA,25
"2556",NA,"63453","2020","September",NA,NA,NA,39
"2557",NA,"63454","2020","September",NA,NA,NA,87
"2558",NA,"63457","2020","September",NA,NA,NA,34
"2559",NA,"63458","2020","September",NA,NA,NA,0
"2560",NA,"63460","2020","September",NA,NA,NA,7
"2561",NA,"63464","2020","September",NA,NA,NA,NA
"2562",NA,"63465","2020","September",NA,NA,NA,38
"2563",NA,"63467","2020","September",NA,NA,NA,0
"2564",NA,"63471","2020","September",NA,NA,NA,57
"2565",NA,"63473","2020","September",NA,NA,NA,41
"2566",NA,"63474","2020","September",NA,NA,NA,13
"2567",NA,"63530","2020","September",NA,NA,NA,147
"2568",NA,"63531","2020","September",NA,NA,NA,56
"2569",NA,"63532","2020","September",NA,NA,NA,81
"2570",NA,"63534","2020","September",NA,NA,NA,76
"2571",NA,"63535","2020","September",NA,NA,NA,0
"2572",NA,"63536","2020","September",NA,NA,NA,113
"2573",NA,"63538","2020","September",NA,NA,NA,19
"2574",NA,"63539","2020","September",NA,NA,NA,14
"2575",NA,"63540","2020","September",NA,NA,NA,55
"2576",NA,"63543","2020","September",NA,NA,NA,41
"2577",NA,"63544","2020","September",NA,NA,NA,48
"2578",NA,"63545","2020","September",NA,NA,NA,105
"2579",NA,"63546","2020","September",NA,NA,NA,126
"2580",NA,"63547","2020","September",NA,NA,NA,3
"2581",NA,"63549","2020","September",NA,NA,NA,198
"2582",NA,"63551","2020","September",NA,NA,NA,0
"2583",NA,"63556","2020","September",NA,NA,NA,267
"2584",NA,"63557","2020","September",NA,NA,NA,4
"2585",NA,"63558","2020","September",NA,NA,NA,19
"2586",NA,"63559","2020","September",NA,NA,NA,244
"2587",NA,"63560","2020","September",NA,NA,NA,0
"2588",NA,"63561","2020","September",NA,NA,NA,143
"2589",NA,"63563","2020","September",NA,NA,NA,137
"2590",NA,"63566","2020","September",NA,NA,NA,0
"2591",NA,"63567","2020","September",NA,NA,NA,11
"2592",NA,"63620","2020","September",NA,NA,NA,85
"2593",NA,"63621","2020","September",NA,NA,NA,52
"2594",NA,"63622","2020","September",NA,NA,NA,0
"2595",NA,"63623","2020","September",NA,NA,NA,44
"2596",NA,"63625","2020","September",NA,NA,NA,0
"2597",NA,"63626","2020","September",NA,NA,NA,0
"2598",NA,"63629","2020","September",NA,NA,NA,52
"2599",NA,"63630","2020","September",NA,NA,NA,268
"2600",NA,"63633","2020","September",NA,NA,NA,93
"2601",NA,"63636","2020","September",NA,NA,NA,63
"2602",NA,"63637","2020","September",NA,NA,NA,151
"2603",NA,"63638","2020","September",NA,NA,NA,152
"2604",NA,"63648","2020","September",NA,NA,NA,107
"2605",NA,"63650","2020","September",NA,NA,NA,202
"2606",NA,"63654","2020","September",NA,NA,NA,39
"2607",NA,"63656","2020","September",NA,NA,NA,21
"2608",NA,"63662","2020","September",NA,NA,NA,125
"2609",NA,"63665","2020","September",NA,NA,NA,6
"2610",NA,"63666","2020","September",NA,NA,NA,NA
"2611",NA,"63673","2020","September",NA,NA,NA,109
"2612",NA,"63674","2020","September",NA,NA,NA,0
"2613",NA,"63675","2020","September",NA,NA,NA,0
"2614",NA,"63732","2020","September",NA,NA,NA,80
"2615",NA,"63736","2020","September",NA,NA,NA,250
"2616",NA,"63748","2020","September",NA,NA,NA,65
"2617",NA,"63738","2020","September",NA,NA,NA,0
"2618",NA,"63739","2020","September",NA,NA,NA,0
"2619",NA,"63742","2020","September",NA,NA,NA,9
"2620",NA,"63743","2020","September",NA,NA,NA,0
"2621",NA,"63744","2020","September",NA,NA,NA,5
"2622",NA,"63745","2020","September",NA,NA,NA,0
"2623",NA,"63746","2020","September",NA,NA,NA,0
"2624",NA,"63747","2020","September",NA,NA,NA,25
"2625",NA,"63750","2020","September",NA,NA,NA,0
"2626",NA,"63751","2020","September",NA,NA,NA,39
"2627",NA,"63758","2020","September",NA,NA,NA,41
"2628",NA,"63763","2020","September",NA,NA,NA,21
"2629",NA,"63766","2020","September",NA,NA,NA,73
"2630",NA,"63767","2020","September",NA,NA,NA,41
"2631",NA,"63770","2020","September",NA,NA,NA,28
"2632",NA,"63774","2020","September",NA,NA,NA,52
"2633",NA,"63781","2020","September",NA,NA,NA,140
"2634",NA,"63782","2020","September",NA,NA,NA,7
"2635",NA,"63783","2020","September",NA,NA,NA,10
"2636",NA,"63784","2020","September",NA,NA,NA,15
"2637",NA,"63785","2020","September",NA,NA,NA,81
"2638",NA,"63820","2020","September",NA,NA,NA,15
"2639",NA,"63821","2020","September",NA,NA,NA,43
"2640",NA,"63824","2020","September",NA,NA,NA,26
"2641",NA,"63826","2020","September",NA,NA,NA,6
"2642",NA,"63828","2020","September",NA,NA,NA,13
"2643",NA,"63829","2020","September",NA,NA,NA,127
"2644",NA,"63833","2020","September",NA,NA,NA,0
"2645",NA,"63837","2020","September",NA,NA,NA,121
"2646",NA,"63839","2020","September",NA,NA,NA,21
"2647",NA,"63846","2020","September",NA,NA,NA,106
"2648",NA,"63847","2020","September",NA,NA,NA,0
"2649",NA,"63849","2020","September",NA,NA,NA,0
"2650",NA,"63853","2020","September",NA,NA,NA,5
"2651",NA,"63855","2020","September",NA,NA,NA,59
"2652",NA,"63860","2020","September",NA,NA,NA,0
"2653",NA,"63862","2020","September",NA,NA,NA,163
"2654",NA,"63866","2020","September",NA,NA,NA,47
"2655",NA,"63868","2020","September",NA,NA,NA,55
"2656",NA,"63870","2020","September",NA,NA,NA,90
"2657",NA,"63874","2020","September",NA,NA,NA,8
"2658",NA,"63879","2020","September",NA,NA,NA,48
"2659",NA,"63880","2020","September",NA,NA,NA,0
"2660",NA,"63882","2020","September",NA,NA,NA,44
"2661",NA,"63902","2020","September",NA,NA,NA,NA
"2662",NA,"63934","2020","September",NA,NA,NA,0
"2663",NA,"63939","2020","September",NA,NA,NA,103
"2664",NA,"63940","2020","September",NA,NA,NA,56
"2665",NA,"63941","2020","September",NA,NA,NA,11
"2666",NA,"63942","2020","September",NA,NA,NA,57
"2667",NA,"63943","2020","September",NA,NA,NA,37
"2668",NA,"63945","2020","September",NA,NA,NA,75
"2669",NA,"63956","2020","September",NA,NA,NA,89
"2670",NA,"63951","2020","September",NA,NA,NA,0
"2671",NA,"63952","2020","September",NA,NA,NA,52
"2672",NA,"63953","2020","September",NA,NA,NA,96
"2673",NA,"63955","2020","September",NA,NA,NA,0
"2674",NA,"63962","2020","September",NA,NA,NA,29
"2675",NA,"63964","2020","September",NA,NA,NA,27
"2676",NA,"63966","2020","September",NA,NA,NA,17
"2677",NA,"63967","2020","September",NA,NA,NA,81
"2678",NA,"64001","2020","September",NA,NA,NA,25
"2679",NA,"64011","2020","September",NA,NA,NA,267
"2680",NA,"64017","2020","September",NA,NA,NA,16
"2681",NA,"64018","2020","September",NA,NA,NA,94
"2682",NA,"64019","2020","September",NA,NA,NA,143
"2683",NA,"64020","2020","September",NA,NA,NA,214
"2684",NA,"64021","2020","September",NA,NA,NA,86
"2685",NA,"64022","2020","September",NA,NA,NA,11
"2686",NA,"64035","2020","September",NA,NA,NA,80
"2687",NA,"64036","2020","September",NA,NA,NA,19
"2688",NA,"64061","2020","September",NA,NA,NA,210
"2689",NA,"64065","2020","September",NA,NA,NA,0
"2690",NA,"64066","2020","September",NA,NA,NA,2
"2691",NA,"64070","2020","September",NA,NA,NA,177
"2692",NA,"64071","2020","September",NA,NA,NA,37
"2693",NA,"64072","2020","September",NA,NA,NA,8
"2694",NA,"64074","2020","September",NA,NA,NA,87
"2695",NA,"64077","2020","September",NA,NA,NA,111
"2696",NA,"64084","2020","September",NA,NA,NA,53
"2697",NA,"64088","2020","September",NA,NA,NA,31
"2698",NA,"64090","2020","September",NA,NA,NA,8
"2699",NA,"64092","2020","September",NA,NA,NA,51
"2700",NA,"64097","2020","September",NA,NA,NA,102
"2701",NA,"64101","2020","September",NA,NA,NA,0
"2702",NA,"64102","2020","September",NA,NA,NA,0
"2703",NA,"64120","2020","September",NA,NA,NA,32
"2704",NA,"64125","2020","September",NA,NA,NA,292
"2705",NA,"64126","2020","September",NA,NA,NA,413
"2706",NA,"64139","2020","September",NA,NA,NA,128
"2707",NA,"64147","2020","September",NA,NA,NA,89
"2708",NA,"64149","2020","September",NA,NA,NA,59
"2709",NA,"64163","2020","September",NA,NA,NA,103
"2710",NA,"64164","2020","September",NA,NA,NA,0
"2711",NA,"64165","2020","September",NA,NA,NA,24
"2712",NA,"64166","2020","September",NA,NA,NA,0
"2713",NA,"64167","2020","September",NA,NA,NA,0
"2714",NA,"64401","2020","September",NA,NA,NA,31
"2715",NA,"64420","2020","September",NA,NA,NA,2
"2716",NA,"64421","2020","September",NA,NA,NA,110
"2717",NA,"64422","2020","September",NA,NA,NA,60
"2718",NA,"64423","2020","September",NA,NA,NA,67
"2719",NA,"64426","2020","September",NA,NA,NA,20
"2720",NA,"64427","2020","September",NA,NA,NA,31
"2721",NA,"64428","2020","September",NA,NA,NA,84
"2722",NA,"64430","2020","September",NA,NA,NA,38
"2723",NA,"64431","2020","September",NA,NA,NA,33
"2724",NA,"64432","2020","September",NA,NA,NA,3
"2725",NA,"64433","2020","September",NA,NA,NA,5
"2726",NA,"64434","2020","September",NA,NA,NA,30
"2727",NA,"64436","2020","September",NA,NA,NA,81
"2728",NA,"64437","2020","September",NA,NA,NA,12
"2729",NA,"64438","2020","September",NA,NA,NA,0
"2730",NA,"64440","2020","September",NA,NA,NA,89
"2731",NA,"64441","2020","September",NA,NA,NA,2
"2732",NA,"64442","2020","September",NA,NA,NA,60
"2733",NA,"64443","2020","September",NA,NA,NA,174
"2734",NA,"64445","2020","September",NA,NA,NA,13
"2735",NA,"64446","2020","September",NA,NA,NA,64
"2736",NA,"64449","2020","September",NA,NA,NA,36
"2737",NA,"64451","2020","September",NA,NA,NA,37
"2738",NA,"64453","2020","September",NA,NA,NA,22
"2739",NA,"64455","2020","September",NA,NA,NA,17
"2740",NA,"64456","2020","September",NA,NA,NA,95
"2741",NA,"64457","2020","September",NA,NA,NA,12
"2742",NA,"64458","2020","September",NA,NA,NA,25
"2743",NA,"64459","2020","September",NA,NA,NA,38
"2744",NA,"64461","2020","September",NA,NA,NA,27
"2745",NA,"64466","2020","September",NA,NA,NA,15
"2746",NA,"64467","2020","September",NA,NA,NA,8
"2747",NA,"64469","2020","September",NA,NA,NA,133
"2748",NA,"64470","2020","September",NA,NA,NA,114
"2749",NA,"64471","2020","September",NA,NA,NA,36
"2750",NA,"64473","2020","September",NA,NA,NA,75
"2751",NA,"64474","2020","September",NA,NA,NA,58
"2752",NA,"64475","2020","September",NA,NA,NA,28
"2753",NA,"64477","2020","September",NA,NA,NA,225
"2754",NA,"64479","2020","September",NA,NA,NA,113
"2755",NA,"64480","2020","September",NA,NA,NA,0
"2756",NA,"64481","2020","September",NA,NA,NA,46
"2757",NA,"64482","2020","September",NA,NA,NA,163
"2758",NA,"64483","2020","September",NA,NA,NA,22
"2759",NA,"64484","2020","September",NA,NA,NA,75
"2760",NA,"64486","2020","September",NA,NA,NA,14
"2761",NA,"64487","2020","September",NA,NA,NA,28
"2762",NA,"64490","2020","September",NA,NA,NA,176
"2763",NA,"64491","2020","September",NA,NA,NA,84
"2764",NA,"64492","2020","September",NA,NA,NA,140
"2765",NA,"64493","2020","September",NA,NA,NA,24
"2766",NA,"64494","2020","September",NA,NA,NA,91
"2767",NA,"64496","2020","September",NA,NA,NA,2
"2768",NA,"64497","2020","September",NA,NA,NA,117
"2769",NA,"64498","2020","September",NA,NA,NA,3
"2770",NA,"64499","2020","September",NA,NA,NA,6
"2771",NA,"64505","2020","September",NA,NA,NA,929
"2772",NA,"64620","2020","September",NA,NA,NA,98
"2773",NA,"64622","2020","September",NA,NA,NA,4
"2774",NA,"64623","2020","September",NA,NA,NA,2
"2775",NA,"64624","2020","September",NA,NA,NA,57
"2776",NA,"64625","2020","September",NA,NA,NA,62
"2777",NA,"64630","2020","September",NA,NA,NA,27
"2778",NA,"64631","2020","September",NA,NA,NA,66
"2779",NA,"64632","2020","September",NA,NA,NA,31
"2780",NA,"64635","2020","September",NA,NA,NA,36
"2781",NA,"64636","2020","September",NA,NA,NA,32
"2782",NA,"64637","2020","September",NA,NA,NA,25
"2783",NA,"64638","2020","September",NA,NA,NA,126
"2784",NA,"64639","2020","September",NA,NA,NA,14
"2785",NA,"64641","2020","September",NA,NA,NA,18
"2786",NA,"64642","2020","September",NA,NA,NA,75
"2787",NA,"64643","2020","September",NA,NA,NA,30
"2788",NA,"64645","2020","September",NA,NA,NA,11
"2789",NA,"64646","2020","September",NA,NA,NA,81
"2790",NA,"64647","2020","September",NA,NA,NA,20
"2791",NA,"64649","2020","September",NA,NA,NA,33
"2792",NA,"64650","2020","September",NA,NA,NA,27
"2793",NA,"64651","2020","September",NA,NA,NA,38
"2794",NA,"64652","2020","September",NA,NA,NA,19
"2795",NA,"64653","2020","September",NA,NA,NA,17
"2796",NA,"64654","2020","September",NA,NA,NA,2
"2797",NA,"64655","2020","September",NA,NA,NA,0
"2798",NA,"64656","2020","September",NA,NA,NA,40
"2799",NA,"64657","2020","September",NA,NA,NA,38
"2800",NA,"64660","2020","September",NA,NA,NA,22
"2801",NA,"64661","2020","September",NA,NA,NA,61
"2802",NA,"64664","2020","September",NA,NA,NA,15
"2803",NA,"64667","2020","September",NA,NA,NA,8
"2804",NA,"64668","2020","September",NA,NA,NA,89
"2805",NA,"64670","2020","September",NA,NA,NA,70
"2806",NA,"64671","2020","September",NA,NA,NA,198
"2807",NA,"64672","2020","September",NA,NA,NA,8
"2808",NA,"64674","2020","September",NA,NA,NA,24
"2809",NA,"64676","2020","September",NA,NA,NA,10
"2810",NA,"64679","2020","September",NA,NA,NA,24
"2811",NA,"64681","2020","September",NA,NA,NA,10
"2812",NA,"64682","2020","September",NA,NA,NA,1
"2813",NA,"64686","2020","September",NA,NA,NA,0
"2814",NA,"64688","2020","September",NA,NA,NA,116
"2815",NA,"64689","2020","September",NA,NA,NA,63
"2816",NA,"64722","2020","September",NA,NA,NA,13
"2817",NA,"64723","2020","September",NA,NA,NA,44
"2818",NA,"64726","2020","September",NA,NA,NA,27
"2819",NA,"64728","2020","September",NA,NA,NA,27
"2820",NA,"64733","2020","September",NA,NA,NA,129
"2821",NA,"64734","2020","September",NA,NA,NA,168
"2822",NA,"64738","2020","September",NA,NA,NA,77
"2823",NA,"64739","2020","September",NA,NA,NA,89
"2824",NA,"64740","2020","September",NA,NA,NA,61
"2825",NA,"64741","2020","September",NA,NA,NA,0
