"","zcta","year","month","childcare_programs","programs_accepting_subsidies","licensed_capacity","pop_5_and_under"
"669","63303",2021,"March",14,7,1279,3101
"670","63303",2021,"September",14,6,1279,3101
"671","63303",2022,"March",14,8,1279,3101
"672","63303",2022,"September",13,7,1151,3101
"673","63303",2023,"March",12,7,1052,3101
"674","63304",2019,"November",13,1,858,2502
"675","63304",2020,"March",13,8,858,2502
"676","63304",2020,"September",13,8,862,2502
"677","63304",2021,"March",14,8,950,2502
"678","63304",2021,"September",13,8,862,2502
"679","63304",2022,"March",13,8,862,2502
"680","63304",2022,"September",12,7,763,2502
"681","63304",2023,"March",13,7,897,2502
"682","63332",2019,"November",1,NA,20,106
"683","63332",2020,"March",1,NA,20,106
"684","63332",2021,"March",1,NA,20,106
"685","63332",2021,"September",1,1,20,106
"686","63332",2022,"March",1,1,20,106
"687","63332",2022,"September",1,1,20,106
"688","63332",2023,"March",1,1,20,106
"689","63334",2019,"November",7,1,311,604
"690","63334",2020,"March",7,2,265,604
"691","63334",2020,"September",7,2,265,604
"692","63334",2021,"March",8,3,321,604
"693","63334",2021,"September",7,3,311,604
"694","63334",2022,"March",7,3,311,604
"695","63334",2022,"September",7,3,311,604
"696","63334",2023,"March",7,3,311,604
"697","63336",2019,"November",1,NA,96,50
"698","63336",2021,"March",1,1,96,50
"699","63336",2021,"September",1,1,96,50
"700","63336",2022,"March",1,1,96,50
"701","63336",2022,"September",1,1,96,50
"702","63336",2023,"March",1,1,96,50
"703","63339",2019,"November",1,NA,20,96
"704","63339",2020,"March",1,NA,20,96
"705","63339",2020,"September",1,NA,20,96
"706","63339",2021,"March",1,NA,20,96
"707","63339",2021,"September",1,NA,20,96
"708","63339",2022,"March",1,NA,20,96
"709","63339",2022,"September",1,NA,20,96
"710","63339",2023,"March",1,NA,20,96
"711","63341",2019,"November",1,NA,123,123
"712","63341",2020,"March",1,1,123,123
"713","63341",2020,"September",1,1,123,123
"714","63341",2021,"March",1,1,123,123
"715","63341",2021,"September",1,1,123,123
"716","63341",2022,"March",1,1,123,123
"717","63341",2022,"September",1,1,123,123
"718","63341",2023,"March",1,1,123,123
"719","63343",2019,"November",2,NA,40,266
"720","63343",2020,"March",2,1,40,266
"721","63343",2020,"September",2,1,40,266
"722","63343",2021,"March",2,1,40,266
"723","63343",2021,"September",2,1,40,266
"724","63343",2022,"March",2,1,40,266
"725","63343",2022,"September",2,1,40,266
"726","63343",2023,"March",2,1,40,266
"727","63345",2019,"November",1,1,10,93
"728","63345",2020,"March",1,1,10,93
"729","63345",2020,"September",1,1,10,93
"730","63345",2021,"March",1,1,10,93
"731","63345",2021,"September",1,1,10,93
"732","63345",2022,"March",1,1,10,93
"733","63345",2022,"September",1,1,10,93
"734","63345",2023,"March",1,1,10,93
"735","63347",2019,"November",1,1,120,160
"736","63347",2020,"March",1,NA,120,160
"737","63347",2020,"September",1,1,132,160
"738","63347",2021,"September",1,1,120,160
"739","63347",2022,"March",1,NA,120,160
"740","63347",2022,"September",1,1,120,160
"741","63347",2023,"March",1,1,120,160
"742","63348",2019,"November",1,NA,55,641
"743","63348",2020,"March",1,NA,55,641
"744","63348",2020,"September",1,NA,55,641
"745","63348",2021,"March",1,NA,55,641
"746","63348",2021,"September",1,NA,55,641
"747","63348",2022,"March",1,NA,55,641
"748","63348",2022,"September",1,NA,48,641
"749","63348",2023,"March",1,NA,48,641
"750","63351",2019,"November",1,NA,10,38
"751","63351",2020,"March",1,NA,10,38
"752","63351",2020,"September",1,NA,10,38
"753","63351",2021,"March",1,NA,10,38
"754","63351",2021,"September",1,NA,10,38
"755","63351",2022,"March",1,NA,10,38
"756","63352",2019,"November",2,NA,30,107
"757","63352",2020,"March",1,NA,10,107
"758","63352",2020,"September",2,1,30,107
"759","63352",2021,"March",2,1,30,107
"760","63352",2021,"September",2,1,30,107
"761","63352",2022,"March",2,1,30,107
"762","63352",2022,"September",2,1,30,107
"763","63352",2023,"March",2,1,30,107
"764","63353",2019,"November",5,1,203,448
"765","63353",2020,"March",3,2,52,448
"766","63353",2020,"September",3,2,52,448
"767","63353",2021,"March",5,4,203,448
"768","63353",2021,"September",5,4,203,448
"769","63353",2022,"March",5,4,203,448
"770","63353",2022,"September",5,4,203,448
"771","63353",2023,"March",5,4,203,448
"772","63357",2019,"November",3,NA,52,574
"773","63357",2020,"March",2,1,42,574
"774","63357",2020,"September",2,NA,20,574
"775","63357",2021,"March",2,1,42,574
"776","63357",2021,"September",2,1,42,574
"777","63357",2022,"March",2,1,42,574
"778","63357",2022,"September",2,1,42,574
"779","63357",2023,"March",2,1,42,574
"780","63361",2019,"November",3,1,97,346
"781","63361",2020,"March",1,1,18,346
"782","63361",2020,"September",1,1,18,346
"783","63361",2021,"March",2,1,57,346
"784","63361",2021,"September",2,1,57,346
"785","63361",2022,"March",2,1,57,346
"786","63361",2022,"September",2,1,57,346
"787","63361",2023,"March",2,1,57,346
"788","63362",2019,"November",2,2,70,1032
"789","63362",2020,"March",2,2,70,1032
"790","63362",2020,"September",2,1,70,1032
"791","63362",2021,"March",1,NA,60,1032
"792","63362",2021,"September",1,NA,60,1032
"793","63362",2022,"March",1,NA,60,1032
"794","63362",2022,"September",1,NA,60,1032
"795","63362",2023,"March",1,NA,60,1032
"796","63366",2019,"November",21,1,1419,3777
"797","63366",2020,"March",20,14,1343,3777
"798","63366",2020,"September",19,14,1311,3777
"799","63366",2021,"March",19,13,1299,3777
"800","63366",2021,"September",19,13,1299,3777
"801","63366",2022,"March",19,13,1311,3777
"802","63366",2022,"September",19,13,1328,3777
"803","63366",2023,"March",19,13,1356,3777
"804","63367",2019,"November",9,1,751,2001
"805","63367",2020,"March",8,5,713,2001
"806","63367",2020,"September",8,5,578,2001
"807","63367",2021,"March",10,5,823,2001
"808","63367",2021,"September",10,4,823,2001
"809","63367",2022,"March",9,4,813,2001
"810","63367",2022,"September",8,3,803,2001
"811","63367",2023,"March",8,3,804,2001
"812","63368",2019,"November",27,NA,2520,3617
"813","63368",2020,"March",23,10,2492,3617
"814","63368",2020,"September",23,10,2403,3617
"815","63368",2021,"March",25,10,2522,3617
"816","63368",2021,"September",25,9,2522,3617
"817","63368",2022,"March",24,9,2477,3617
"818","63368",2022,"September",23,10,2459,3617
"819","63368",2023,"March",23,9,2459,3617
"820","63376",2019,"November",37,1,2393,5364
"821","63376",2020,"March",32,17,2081,5364
"822","63376",2020,"September",33,18,2263,5364
"823","63376",2021,"March",36,19,2437,5364
"824","63376",2021,"September",36,18,2614,5364
"825","63376",2022,"March",32,17,2504,5364
"826","63376",2022,"September",32,16,2416,5364
"827","63376",2023,"March",35,18,2622,5364
"828","63377",2019,"November",1,NA,10,203
"829","63377",2020,"March",1,NA,10,203
"830","63377",2020,"September",1,NA,10,203
"831","63377",2021,"March",1,NA,10,203
"832","63377",2021,"September",1,NA,10,203
"833","63377",2022,"March",1,NA,10,203
"834","63377",2022,"September",1,NA,10,203
"835","63377",2023,"March",1,NA,10,203
"836","63379",2019,"November",11,4,582,2241
"837","63379",2020,"March",9,8,526,2241
"838","63379",2020,"September",8,7,455,2241
"839","63379",2021,"March",10,7,511,2241
"840","63379",2021,"September",9,6,502,2241
"841","63379",2022,"March",10,6,551,2241
"842","63379",2022,"September",8,5,524,2241
"843","63379",2023,"March",8,5,524,2241
"844","63381",2019,"November",1,NA,10,73
"845","63381",2020,"March",1,NA,10,73
"846","63381",2020,"September",1,NA,10,73
"847","63382",2019,"November",2,1,54,164
"848","63382",2020,"March",2,1,54,164
"849","63382",2020,"September",2,NA,54,164
"850","63382",2021,"March",2,1,54,164
"851","63382",2021,"September",2,NA,54,164
"852","63382",2022,"March",2,1,54,164
"853","63382",2022,"September",3,1,62,164
"854","63382",2023,"March",3,NA,62,164
"855","63383",2019,"November",10,NA,327,962
"856","63383",2020,"March",6,NA,177,962
"857","63383",2020,"September",6,NA,177,962
"858","63383",2021,"March",10,NA,327,962
"859","63383",2021,"September",9,1,295,962
"860","63383",2022,"March",10,1,327,962
"861","63383",2022,"September",11,1,347,962
"862","63383",2023,"March",11,4,430,962
"863","63384",2019,"November",1,NA,20,89
"864","63384",2020,"March",1,NA,20,89
"865","63384",2020,"September",1,NA,20,89
"866","63384",2021,"March",1,NA,20,89
"867","63384",2021,"September",1,NA,20,89
"868","63384",2022,"March",1,NA,20,89
"869","63384",2022,"September",2,NA,30,89
"870","63384",2023,"March",2,NA,30,89
"871","63385",2019,"November",23,2,1526,4044
"872","63385",2020,"March",19,7,1414,4044
"873","63385",2020,"September",16,5,1213,4044
"874","63385",2021,"March",17,5,1295,4044
"875","63385",2021,"September",16,5,1315,4044
"876","63385",2022,"March",16,5,1315,4044
"877","63385",2022,"September",13,4,1176,4044
"878","63385",2023,"March",14,5,1268,4044
"879","63389",2019,"November",1,NA,40,721
"880","63389",2020,"March",1,1,40,721
"881","63389",2020,"September",1,1,40,721
"882","63389",2021,"March",1,1,40,721
"883","63389",2021,"September",1,1,40,721
"884","63389",2022,"March",1,1,40,721
"885","63389",2023,"March",1,1,40,721
"886","63390",2019,"November",3,NA,100,596
"887","63390",2020,"March",3,1,100,596
"888","63390",2020,"September",2,NA,50,596
"889","63390",2021,"March",2,NA,50,596
"890","63390",2021,"September",2,NA,50,596
"891","63390",2022,"March",2,NA,50,596
"892","63390",2022,"September",2,NA,50,596
"893","63390",2023,"March",1,NA,40,596
"894","63401",2019,"November",16,1,766,1515
"895","63401",2020,"March",13,4,618,1515
"896","63401",2020,"September",15,7,667,1515
"897","63401",2021,"March",15,7,685,1515
"898","63401",2021,"September",17,7,781,1515
"899","63401",2022,"March",17,7,811,1515
"900","63401",2022,"September",17,5,829,1515
"901","63401",2023,"March",16,5,811,1515
"902","63435",2019,"November",3,NA,44,323
"903","63435",2020,"March",2,NA,20,323
"904","63435",2020,"September",2,NA,20,323
"905","63435",2021,"March",3,NA,44,323
"906","63435",2021,"September",3,NA,44,323
"907","63435",2022,"March",3,NA,44,323
"908","63435",2022,"September",3,NA,44,323
"909","63435",2023,"March",3,NA,44,323
"910","63436",2019,"November",1,NA,20,35
"911","63436",2020,"March",1,NA,20,35
"912","63436",2020,"September",1,NA,20,35
"913","63436",2021,"March",1,NA,20,35
"914","63436",2021,"September",1,NA,20,35
"915","63436",2022,"March",1,NA,20,35
"916","63436",2022,"September",1,NA,20,35
"917","63436",2023,"March",1,NA,20,35
"918","63441",2019,"November",1,1,20,68
"919","63441",2020,"March",1,1,20,68
"920","63441",2021,"March",1,1,20,68
"921","63441",2021,"September",1,1,20,68
"922","63441",2022,"March",1,1,20,68
"923","63441",2022,"September",1,1,20,68
"924","63441",2023,"March",1,1,20,68
"925","63445",2019,"November",9,2,100,211
"926","63445",2020,"March",8,2,80,211
"927","63445",2020,"September",9,3,100,211
"928","63445",2021,"March",8,2,90,211
"929","63445",2021,"September",9,1,100,211
"930","63445",2022,"March",8,1,90,211
"931","63445",2022,"September",8,1,90,211
"932","63445",2023,"March",8,1,90,211
"933","63448",2019,"November",1,NA,10,53
"934","63448",2020,"March",1,NA,10,53
"935","63448",2020,"September",1,NA,10,53
"936","63448",2021,"March",1,NA,10,53
"937","63448",2021,"September",1,NA,10,53
"938","63448",2022,"March",1,NA,10,53
"939","63448",2022,"September",1,NA,10,53
"940","63448",2023,"March",1,NA,10,53
"941","63452",2019,"November",2,NA,58,99
"942","63452",2020,"March",2,NA,58,99
"943","63452",2020,"September",2,NA,58,99
"944","63452",2021,"March",2,NA,58,99
"945","63452",2021,"September",2,NA,58,99
"946","63452",2022,"March",2,NA,58,99
"947","63452",2022,"September",2,NA,58,99
"948","63452",2023,"March",2,NA,58,99
"949","63456",2019,"November",6,2,80,380
"950","63456",2020,"March",4,2,50,380
"951","63456",2020,"September",4,2,60,380
"952","63456",2021,"March",4,3,70,380
"953","63456",2021,"September",3,2,50,380
"954","63456",2022,"March",3,2,50,380
"955","63456",2022,"September",2,2,40,380
"956","63456",2023,"March",3,2,49,380
"957","63459",2019,"November",5,3,92,239
"958","63459",2020,"March",4,3,72,239
"959","63459",2020,"September",4,3,72,239
"960","63459",2021,"March",5,4,92,239
"961","63459",2021,"September",5,4,92,239
"962","63459",2022,"March",5,4,92,239
"963","63459",2022,"September",4,4,82,239
"964","63459",2023,"March",4,4,82,239
"965","63461",2019,"November",6,NA,143,477
"966","63461",2020,"March",4,NA,105,477
"967","63461",2020,"September",5,1,108,477
"968","63461",2021,"March",4,1,68,477
"969","63461",2021,"September",6,1,168,477
"970","63461",2022,"March",6,2,168,477
"971","63461",2022,"September",6,2,142,477
"972","63461",2023,"March",6,2,142,477
"973","63462",2019,"November",1,NA,10,249
"974","63462",2020,"March",1,NA,10,249
"975","63462",2020,"September",2,NA,30,249
"976","63462",2021,"March",2,NA,30,249
"977","63462",2021,"September",2,NA,30,249
"978","63462",2022,"March",2,NA,30,249
"979","63462",2022,"September",1,NA,20,249
"980","63462",2023,"March",1,NA,20,249
"981","63463",2019,"November",1,1,20,67
"982","63463",2020,"March",1,NA,10,67
"983","63463",2020,"September",1,NA,10,67
"984","63463",2021,"March",1,NA,10,67
"985","63468",2019,"November",2,1,55,286
"986","63468",2020,"March",1,NA,10,286
"987","63468",2020,"September",2,1,35,286
"988","63468",2021,"March",2,1,35,286
"989","63468",2021,"September",2,1,35,286
"990","63468",2022,"March",2,1,35,286
"991","63468",2022,"September",2,1,35,286
"992","63468",2023,"March",2,1,35,286
"993","63469",2019,"November",1,1,20,34
"994","63469",2020,"March",1,1,20,34
"995","63469",2020,"September",1,1,20,34
"996","63469",2021,"March",1,1,20,34
"997","63469",2021,"September",1,1,20,34
"998","63469",2022,"March",1,1,20,34
"999","63469",2022,"September",1,1,20,34
"1000","63469",2023,"March",1,1,20,34
"1001","63472",2019,"November",1,NA,28,21
"1002","63472",2020,"September",1,1,28,21
"1003","63472",2021,"March",1,1,28,21
"1004","63472",2021,"September",1,1,20,21
"1005","63472",2022,"March",1,1,20,21
"1006","63472",2022,"September",1,1,20,21
"1007","63472",2023,"March",1,1,20,21
"1008","63501",2019,"November",11,1,462,1120
"1009","63501",2020,"March",7,3,165,1120
"1010","63501",2020,"September",9,5,420,1120
"1011","63501",2021,"March",9,6,420,1120
"1012","63501",2021,"September",12,5,636,1120
"1013","63501",2022,"March",11,5,588,1120
"1014","63501",2022,"September",11,6,588,1120
"1015","63501",2023,"March",11,5,594,1120
"1016","63533",2019,"November",1,NA,10,73
"1017","63533",2020,"March",1,NA,10,73
"1018","63533",2020,"September",1,NA,10,73
"1019","63533",2021,"March",1,NA,10,73
"1020","63533",2021,"September",1,NA,10,73
"1021","63533",2022,"March",1,NA,10,73
"1022","63533",2022,"September",1,NA,10,73
"1023","63533",2023,"March",1,NA,10,73
"1024","63537",2019,"November",5,2,88,180
"1025","63537",2020,"March",4,3,60,180
"1026","63537",2020,"September",5,3,88,180
"1027","63537",2021,"March",4,2,58,180
"1028","63537",2021,"September",4,1,58,180
"1029","63537",2022,"March",4,1,58,180
"1030","63537",2022,"September",3,NA,48,180
"1031","63537",2023,"March",3,1,48,180
"1032","63541",2019,"November",1,NA,40,44
"1033","63541",2020,"September",1,NA,40,44
"1034","63541",2021,"March",1,NA,28,44
"1035","63541",2021,"September",1,NA,28,44
"1036","63541",2022,"March",1,NA,28,44
"1037","63541",2022,"September",1,NA,28,44
"1038","63541",2023,"March",1,NA,28,44
"1039","63545",2019,"November",1,NA,20,105
"1040","63545",2020,"March",1,1,20,105
"1041","63545",2021,"March",1,1,20,105
"1042","63545",2021,"September",1,1,20,105
"1043","63545",2022,"March",1,1,20,105
"1044","63545",2022,"September",1,1,20,105
"1045","63545",2023,"March",1,1,20,105
"1046","63548",2019,"November",2,1,20,67
"1047","63548",2020,"March",2,1,20,67
"1048","63548",2020,"September",2,1,20,67
"1049","63548",2021,"March",2,1,20,67
"1050","63548",2021,"September",2,1,20,67
"1051","63548",2022,"March",2,1,20,67
"1052","63548",2022,"September",2,1,20,67
"1053","63548",2023,"March",2,1,20,67
"1054","63552",2019,"November",7,NA,234,432
"1055","63552",2020,"March",4,1,78,432
"1056","63552",2020,"September",6,3,218,432
"1057","63552",2021,"March",6,5,224,432
"1058","63552",2021,"September",6,5,224,432
"1059","63552",2022,"March",6,5,224,432
"1060","63552",2022,"September",5,5,215,432
"1061","63552",2023,"March",5,5,215,432
"1062","63555",2019,"November",5,NA,96,219
"1063","63555",2020,"March",4,1,64,219
"1064","63555",2020,"September",5,2,96,219
"1065","63555",2021,"March",5,2,96,219
"1066","63555",2021,"September",5,2,96,219
"1067","63555",2022,"March",4,2,76,219
"1068","63555",2022,"September",5,2,95,219
"1069","63555",2023,"March",5,2,91,219
"1070","63556",2019,"November",3,NA,60,267
"1071","63556",2020,"March",1,NA,10,267
"1072","63556",2021,"March",3,1,50,267
"1073","63556",2021,"September",2,1,40,267
"1074","63556",2022,"March",2,1,40,267
"1075","63556",2022,"September",2,1,40,267
"1076","63556",2023,"March",2,1,40,267
"1077","63559",2019,"November",1,NA,20,244
"1078","63559",2020,"March",1,NA,20,244
"1079","63559",2021,"March",1,NA,20,244
"1080","63559",2021,"September",1,NA,20,244
"1081","63559",2022,"March",1,NA,20,244
"1082","63559",2022,"September",1,NA,20,244
"1083","63559",2023,"March",1,NA,20,244
"1084","63565",2019,"November",5,2,110,305
"1085","63565",2020,"March",4,2,90,305
"1086","63565",2020,"September",4,2,90,305
"1087","63565",2021,"March",4,2,100,305
"1088","63565",2021,"September",3,1,50,305
"1089","63565",2022,"March",3,1,50,305
"1090","63565",2022,"September",3,1,50,305
"1091","63565",2023,"March",4,1,70,305
"1092","63601",2019,"November",13,4,501,1252
"1093","63601",2020,"March",10,9,421,1252
"1094","63601",2020,"September",10,9,431,1252
"1095","63601",2021,"March",11,10,511,1252
"1096","63601",2021,"September",11,9,511,1252
"1097","63601",2022,"March",10,9,491,1252
"1098","63601",2022,"September",10,9,487,1252
"1099","63601",2023,"March",13,11,582,1252
"1100","63624",2019,"November",1,1,20,259
"1101","63624",2020,"March",1,NA,20,259
"1102","63624",2020,"September",1,NA,20,259
"1103","63627",2019,"November",4,1,167,130
"1104","63627",2020,"March",3,2,147,130
"1105","63627",2020,"September",3,2,147,130
"1106","63627",2021,"March",2,2,127,130
"1107","63627",2021,"September",3,1,139,130
"1108","63627",2022,"March",3,1,139,130
"1109","63627",2022,"September",2,1,119,130
"1110","63627",2023,"March",2,1,119,130
"1111","63628",2019,"November",6,2,233,943
"1112","63628",2020,"March",4,3,138,943
"1113","63628",2020,"September",3,2,128,943
"1114","63628",2021,"March",3,1,158,943
"1115","63628",2021,"September",3,1,158,943
"1116","63628",2022,"March",3,1,158,943
"1117","63628",2022,"September",3,1,146,943
"1118","63628",2023,"March",3,1,146,943
"1119","63631",2019,"November",2,2,20,36
"1120","63631",2020,"March",2,1,20,36
"1121","63631",2020,"September",1,1,10,36
"1122","63631",2021,"March",1,1,10,36
"1123","63631",2021,"September",1,1,10,36
"1124","63631",2022,"March",1,1,10,36
"1125","63631",2022,"September",1,1,10,36
"1126","63631",2023,"March",1,1,10,36
"1127","63638",2019,"November",2,NA,28,152
"1128","63638",2021,"March",2,NA,28,152
"1129","63638",2021,"September",2,NA,28,152
"1130","63638",2022,"March",3,1,48,152
"1131","63638",2022,"September",3,1,48,152
"1132","63638",2023,"March",3,1,66,152
"1133","63640",2019,"November",17,NA,843,1831
"1134","63640",2020,"March",16,7,876,1831
"1135","63640",2020,"September",15,6,809,1831
"1136","63640",2021,"March",16,5,829,1831
"1137","63640",2021,"September",16,5,836,1831
"1138","63640",2022,"March",16,6,880,1831
"1139","63640",2022,"September",17,6,909,1831
"1140","63640",2023,"March",17,9,932,1831
"1141","63645",2019,"November",6,1,320,800
"1142","63645",2020,"March",4,2,180,800
"1143","63645",2020,"September",6,3,285,800
"1144","63645",2021,"March",6,3,285,800
"1145","63645",2021,"September",6,3,264,800
"1146","63645",2022,"March",6,3,264,800
"1147","63645",2022,"September",4,1,106,800
"1148","63645",2023,"March",4,1,106,800
"1149","63650",2019,"November",1,NA,40,202
"1150","63650",2021,"March",1,NA,40,202
"1151","63650",2021,"September",1,NA,40,202
"1152","63650",2022,"March",1,NA,40,202
"1153","63650",2022,"September",1,NA,40,202
"1154","63650",2023,"March",1,NA,40,202
"1155","63653",2019,"November",3,3,50,197
"1156","63653",2020,"March",3,2,50,197
"1157","63653",2020,"September",3,2,50,197
"1158","63653",2021,"March",3,2,50,197
"1159","63653",2021,"September",2,1,40,197
"1160","63653",2022,"March",2,1,40,197
"1161","63653",2022,"September",2,1,40,197
"1162","63653",2023,"March",2,1,40,197
"1163","63655",2019,"November",1,NA,48,70
"1164","63655",2020,"March",1,1,48,70
"1165","63655",2020,"September",1,1,48,70
"1166","63655",2021,"March",1,1,50,70
"1167","63655",2021,"September",1,1,50,70
"1168","63655",2022,"March",1,1,50,70
"1169","63655",2022,"September",1,1,50,70
"1170","63655",2023,"March",1,1,50,70
"1171","63660",2019,"November",1,NA,150,358
"1172","63660",2020,"September",1,NA,150,358
"1173","63660",2021,"March",1,NA,150,358
"1174","63660",2021,"September",1,NA,150,358
"1175","63660",2022,"March",1,NA,150,358
"1176","63660",2022,"September",1,NA,150,358
"1177","63660",2023,"March",1,NA,150,358
"1178","63663",2019,"November",1,NA,40,112
"1179","63663",2020,"March",1,1,40,112
"1180","63663",2020,"September",1,1,40,112
"1181","63663",2021,"March",1,1,40,112
"1182","63663",2021,"September",1,1,40,112
"1183","63664",2019,"November",8,4,262,614
"1184","63664",2020,"March",8,6,262,614
"1185","63664",2020,"September",8,6,262,614
"1186","63664",2021,"March",7,6,252,614
"1187","63664",2021,"September",7,6,252,614
"1188","63664",2022,"March",7,6,252,614
"1189","63664",2022,"September",7,6,251,614
"1190","63664",2023,"March",6,6,253,614
"1191","63670",2019,"November",11,3,260,965
"1192","63670",2020,"March",9,4,200,965
"1193","63670",2020,"September",9,4,200,965
"1194","63670",2021,"March",10,4,240,965
"1195","63670",2021,"September",10,3,240,965
"1196","63670",2022,"March",10,3,240,965
"1197","63670",2022,"September",9,3,230,965
"1198","63670",2023,"March",10,3,250,965
"1199","63701",2019,"November",14,1,1005,2422
"1200","63701",2020,"March",11,5,667,2422
"1201","63701",2020,"September",10,4,613,2422
"1202","63701",2021,"March",12,5,899,2422
"1203","63701",2021,"September",11,5,903,2422
"1204","63701",2022,"March",11,5,903,2422
"1205","63701",2022,"September",10,5,784,2422
"1206","63701",2023,"March",10,6,799,2422
"1207","63703",2019,"November",6,4,368,560
"1208","63703",2020,"March",6,6,368,560
"1209","63703",2020,"September",4,4,348,560
"1210","63703",2021,"March",4,4,348,560
"1211","63703",2021,"September",6,6,388,560
"1212","63703",2022,"March",6,6,388,560
"1213","63703",2022,"September",6,6,388,560
"1214","63703",2023,"March",6,6,388,560
"1215","63730",2019,"November",2,1,50,276
"1216","63730",2020,"March",1,NA,20,276
"1217","63730",2020,"September",1,NA,20,276
"1218","63730",2021,"March",2,1,50,276
"1219","63730",2021,"September",2,1,50,276
"1220","63730",2022,"March",2,1,50,276
"1221","63730",2022,"September",2,1,50,276
"1222","63730",2023,"March",1,NA,20,276
"1223","63732",2019,"November",1,NA,32,80
"1224","63735",2019,"November",2,NA,88,50
"1225","63735",2020,"March",1,1,28,50
"1226","63735",2020,"September",1,1,28,50
"1227","63735",2021,"March",2,1,88,50
"1228","63735",2021,"September",2,NA,88,50
"1229","63735",2022,"March",2,1,88,50
"1230","63735",2022,"September",2,1,88,50
"1231","63735",2023,"March",1,NA,60,50
"1232","63736",2019,"November",1,NA,20,250
"1233","63736",2020,"March",1,NA,20,250
"1234","63740",2019,"November",4,2,196,520
"1235","63740",2020,"March",2,2,70,520
"1236","63740",2020,"September",2,2,70,520
"1237","63740",2021,"March",3,2,150,520
"1238","63740",2021,"September",4,1,198,520
"1239","63740",2022,"March",4,2,198,520
"1240","63740",2022,"September",4,2,198,520
"1241","63740",2023,"March",4,2,198,520
"1242","63755",2019,"November",11,2,336,1929
"1243","63755",2020,"March",10,4,237,1929
"1244","63755",2020,"September",9,5,233,1929
"1245","63755",2021,"March",11,6,312,1929
"1246","63755",2021,"September",11,6,328,1929
"1247","63755",2022,"March",9,4,265,1929
"1248","63755",2022,"September",9,5,349,1929
"1249","63755",2023,"March",9,5,351,1929
"1250","63760",2019,"November",1,NA,10,22
"1251","63760",2020,"March",1,NA,10,22
"1252","63760",2020,"September",1,NA,10,22
"1253","63760",2021,"March",1,NA,10,22
"1254","63760",2021,"September",1,NA,10,22
"1255","63760",2022,"March",1,NA,10,22
"1256","63760",2022,"September",1,NA,10,22
"1257","63764",2019,"November",3,NA,95,297
"1258","63764",2020,"March",1,NA,45,297
"1259","63764",2020,"September",2,NA,85,297
"1260","63764",2021,"March",2,NA,85,297
"1261","63764",2021,"September",2,NA,85,297
"1262","63764",2022,"March",2,NA,85,297
"1263","63764",2022,"September",3,1,145,297
"1264","63764",2023,"March",4,1,159,297
"1265","63769",2019,"November",1,NA,20,110
"1266","63769",2020,"March",1,NA,20,110
"1267","63769",2020,"September",1,NA,20,110
"1268","63769",2021,"March",1,NA,20,110
"1269","63769",2021,"September",1,NA,20,110
"1270","63769",2022,"March",1,NA,20,110
"1271","63769",2022,"September",1,NA,20,110
"1272","63769",2023,"March",1,NA,20,110
"1273","63771",2019,"November",1,NA,42,211
"1274","63771",2020,"March",1,1,42,211
"1275","63771",2020,"September",1,1,42,211
"1276","63771",2021,"March",1,1,42,211
"1277","63771",2021,"September",1,1,42,211
"1278","63771",2022,"March",1,1,42,211
"1279","63771",2022,"September",1,1,42,211
"1280","63771",2023,"March",1,1,42,211
"1281","63775",2019,"November",17,5,546,1144
"1282","63775",2020,"March",16,11,510,1144
"1283","63775",2020,"September",17,9,538,1144
"1284","63775",2021,"March",18,9,574,1144
"1285","63775",2021,"September",18,8,582,1144
"1286","63775",2022,"March",17,8,552,1144
"1287","63775",2022,"September",16,8,534,1144
"1288","63775",2023,"March",16,8,534,1144
"1289","63780",2019,"November",4,1,119,413
"1290","63780",2020,"March",3,3,99,413
"1291","63780",2020,"September",3,3,102,413
"1292","63780",2021,"March",4,4,122,413
"1293","63780",2021,"September",4,3,122,413
"1294","63780",2022,"March",4,3,122,413
"1295","63780",2022,"September",3,3,102,413
"1296","63780",2023,"March",3,3,102,413
"1297","63781",2019,"November",1,1,10,140
"1298","63781",2020,"March",1,1,10,140
"1299","63787",2019,"November",3,1,40,0
"1300","63787",2020,"March",3,NA,40,0
"1301","63787",2020,"September",1,1,20,0
"1302","63787",2021,"March",1,1,20,0
"1303","63787",2021,"September",1,1,20,0
"1304","63787",2022,"March",1,1,20,0
"1305","63787",2022,"September",1,1,20,0
"1306","63787",2023,"March",1,1,20,0
"1307","63801",2019,"November",27,13,677,1765
"1308","63801",2020,"March",18,14,315,1765
"1309","63801",2020,"September",19,13,365,1765
"1310","63801",2021,"March",21,15,585,1765
"1311","63801",2021,"September",23,11,625,1765
"1312","63801",2022,"March",23,11,655,1765
"1313","63801",2022,"September",21,11,615,1765
"1314","63801",2023,"March",25,13,691,1765
"1315","63822",2019,"November",2,2,40,116
"1316","63822",2020,"March",2,2,40,116
"1317","63822",2020,"September",2,2,40,116
"1318","63822",2021,"March",2,2,40,116
"1319","63822",2021,"September",2,2,40,116
"1320","63822",2022,"March",2,2,40,116
"1321","63822",2022,"September",2,1,40,116
"1322","63822",2023,"March",1,1,20,116
"1323","63823",2019,"November",1,NA,7,120
"1324","63823",2020,"March",1,1,7,120
"1325","63823",2020,"September",1,1,7,120
"1326","63823",2021,"March",1,1,7,120
"1327","63823",2021,"September",1,NA,7,120
"1328","63823",2022,"March",1,NA,7,120
"1329","63823",2022,"September",1,NA,7,120
"1330","63825",2019,"November",2,1,34,225
